Western Atlantic Area,,,西大西洋地区,,,,,0,0,,,
Western Australia,,,"西澳大利亚州；西澳洲（澳大利亚联邦的一个洲, 位于澳大利亚西部）",,,,,0,0,s:western australias,,
Western Australia coral pea,,,[网络] 西澳大利亚珊瑚豌豆,,,,,0,0,s:western australia coral peas,,
western australia coral peas,,,[网络] 西澳大利亚珊瑚豌豆\n(western australia coral pea 的复数),,,,,0,0,0:western australia coral pea/1:s,,
"Western Australia, State of",,,[地名] 西澳大利亚州 ( 澳 ),,,,,0,0,,,
western australias,,,西澳大利亚州；西澳洲（澳大利亚联邦的一个洲，位于澳大利亚西部）,,,,,0,0,0:western australia/1:s,,
Western ax,,,[网络] 西方斧头,,,,,0,0,s:western axes,,
Western axe,,,[网络] 西方斧头,,,,,0,0,s:western axes,,
western axes,,,[网络] 西方斧头\n(western axe 的复数),,,,,0,0,0:western axe/1:s,,
Western Azerbaijan,,,=West Azerbaijan,,,,,0,0,,,
Western Balochi,,,[网络] 西俾路支语,,,,,0,0,,,
Western balsam poplar,,,[网络] 毛果杨,,,,,0,0,s:western balsam poplars,,
western balsam poplars,,,[网络] 毛果杨\n(western balsam poplar 的复数),,,,,0,0,0:western balsam poplar/1:s,,
Western Bengali,,,[网络] 西孟加拉邦,,,,,0,0,,,
western bentonite,,,[机] 美国西部膨土,,,,,0,0,,,
western bezoar,,,西部胃石,,,,,0,0,,,
western big-eared bat,,,[网络] 西部大耳麦,,,,,0,0,s:western big-eared bats,,
western big-eared bats,,,[网络] 西部大耳麦\n(western big-eared bat 的复数),,,,,0,0,0:western big-eared bat/1:s,,
Western birch,,,un. 西方桦,,,,,0,0,s:western birches,,
western birches,,,un. 西方桦\n(western birch 的复数),,,,,0,0,0:western birch/1:s,,
western black-legged tick,,,[网络] 太平洋黑腿蜱；蜱虫,,,,,0,0,s:western black-legged ticks,,
western black-legged ticks,,,[网络] 西部黑腿蜱虫,,,,,0,0,0:western black-legged tick/1:s,,
western blackberries,,,[网络] 西部黑莓\n(western blackberry 的复数),,,,,0,0,0:western blackberry/1:s,,
western blackberry,,,[网络] 西部黑莓,,,,,0,0,s:western blackberries,,
western blind snake,,,[网络] 西盲蛇,,,,,0,0,s:western blind snakes,,
western blind snakes,,,[网络] 西盲蛇\n(western blind snake 的复数),,,,,0,0,0:western blind snake/1:s,,
Western blot,,,[化] 蛋白质印迹,,,,,0,0,,,
western blot analysis,,,[网络] 蛋白质印迹分析；免疫印迹分析；蛋白印迹分析,,,,,0,0,,,
Western blotting,,,免疫印迹；蛋白免疫印迹；西方墨点法,,,,,0,0,,,
western boundary current,,,西边界流,,,,,0,0,,,
Western box turtle,,,[网络] 西盒乌龟,,,,,0,0,s:western box turtles,,
western box turtles,,,[网络] 西盒乌龟\n(western box turtle 的复数),,,,,0,0,0:western box turtle/1:s,,
Western Bug,,,西布格河(欧洲中部河流),,,,,0,0,,,
western buttercup,,,[网络] 西式毛茛,,,,,0,0,s:western buttercups,,
western buttercups,,,[网络] 西式毛茛\n(western buttercup 的复数),,,,,0,0,0:western buttercup/1:s,,
Western Canada,,,[网络] 加拿大西部；西加拿大；加拿大西岸证,,,,,0,0,,,
Western Cape,,,西开普(地名),,,,,0,0,,,
western capercaillie,,,[网络] 西方松鸡,,,,,0,0,,,
western cargo hook,,,un. 开口吊货钩,,,,,0,0,,,
Western Carpathians,,,[地名] 西喀尔巴阡山 ( 中欧 ),,,,,0,0,,,
western catalpa,,,[植] 黄金树,,,,,0,0,,,
western cedar,,,西方桧柏,,,,,0,0,,,
western chimpanzee,ˈwestən ˌtʃimpənˈzi:,, 西非黑猩猩,,,,,0,0,s:western chimpanzees,,
western chimpanzees,,, 西非黑猩猩\n(western chimpanzee 的复数),,,,,0,0,0:western chimpanzee/1:s,,
western china,,, 中国西部,,,,,0,0,,,
western chokecherries,,,[网络] 西方chokecherry\n(western chokecherry 的复数),,,,,0,0,0:western chokecherry/1:s,,
western chokecherry,,,[网络] 西方chokecherry,,,,,0,0,s:western chokecherries,,
Western Christianity,,,[网络] 西方基督教；西方基督教下；西方基督宗教,,,,,0,0,,,
Western Church,,,[网络] 西方教会；罗马教会；西区教会,,,,,0,0,s:western churches,,
western churches,,,天主教会；罗马教会,,,,,0,0,0:western church/1:s,,
Western civ,,,[口语]西方文化(大学课程),,,,,0,0,,,
Western civilization,,,[网络] 西方文明；西方文明史；欧美文明,,,,,0,0,s:western civilizations,,
western civilizations,,,n. 西方文明；西方文化,,,,,0,0,0:western civilization/1:s,,
