multi-compartment cell,,,多槽式浮选机,,,,,0,0,,,
multi-compartment model,,,多室模型,,,,,0,0,,,
multi-component,mʌl'tɪkəmp'əʊnənt,, 多组分的,,,,,0,0,s:multi-components,,
multi-component alloy,,,[化] 多元合金,,,,,0,0,,,
multi-component balance,,,多分量天平,,,,,0,0,,,
multi-component fiber,,,多组分纤维,,,,,0,0,,,
multi-component structure,,,[网络] 多元件结构；结构元件,,,,,0,0,,,
multi-component system,,,多元组,,,,,0,0,,,
multi-components,,,[网络] 多组分；多部件；多分量,,,,,0,0,0:multi-component/1:s,,
multi-compositional fluid flow,,,多组分渗流,,,,,0,0,,,
multi-computer,mʌl'tɪkəmpj'u:tə,, [医]多计算机,,,,,0,0,,,
multi-computer system,,, [航天]多机计算机系统,,,,,0,0,,,
multi-computing unit,,,多元处理机,,,,,0,0,,,
multi-concentric,,,多层同心的,,,,,0,0,,,
multi-concentric arrangement type winding,,,多层同心式绕组,,,,,0,0,,,
multi-conductor,,, 多导体,,,,,0,0,,,
multi-conductor cable,,,多芯电缆，多芯线电缆,,,,,0,0,,,
multi-conductor plug,,,多触点插头,,,,,0,0,,,
multi-cone angle cocurrent decanter centrifuge,,,多锥角并流型沉降式离心机,,,,,0,0,,,
multi-config,,,[网络] 多分支系统配置；多重开机；多重配置,,,,,0,0,,,
multi-connector,,,复式连接器,,,,,0,0,,,
multi-constant speed motor,,,多级恒速电动机,,,,,0,0,,,
multi-constituent fibre,,,多成分复合纤维,,,,,0,0,,,
multi-contact,,,多触点的,,,,,0,0,,,
multi-contact effect,,,多接触效应,,,,,0,0,,,
multi-contact miscible flooding drive,,,多次接触混相驱,,,,,0,0,,,
multi-contact relay,,,[网络] 多触点继电器；多接点继电器,,,,,0,0,,,
multi-contact switch,,,[网络] 多触点开关,,,,,0,0,,,
multi-control,,,[自] 多控制,,,,,0,0,,,
multi-coordinate,,,[数] 多坐标,,,,,0,0,,,
multi-copy,,,多拷贝,,,,,0,0,,,
multi-copy form,,,多联表格,,,,,0,0,,,
multi-core,,,多芯,,,,,0,0,,,
multi-core cable,,, 多芯电缆,,,,,0,0,,,
multi-core cable (multiple-conductor cable),,,多心电缆,,,,,0,0,,,
multi-core fiber,,,多核心光纤，多披覆层光纤,,,,,0,0,,,
multi-core magnetic memory,,,[计] 多磁心存储器,,,,,0,0,,,
multi-core processor,,, 多核心处理器,,,,,0,0,,,
multi-core technology,,,多核技术,,,,,0,0,,,
multi-core type current transformer,,,多铁心型电流互感器,,,,,0,0,,,
multi-cored forging press,,,多向模锻压机,,,,,0,0,,,
multi-corneal,,,[网络] 多角膜,,,,,0,0,,,
multi-countershaft gearbox,,,多副轴变速箱,,,,,0,0,,,
multi-countershaft transmission,,,[车辆 机] 多中间轴变速器,,,,,0,0,,,
multi-countries,,,[网络] 多国化；多国家指南\n(multi-country 的复数),,,,,0,0,0:multi-country/1:s,,
multi-country,,,[网络] 多国化；多国家指南,,,,,0,0,s:multi-countries,,
multi-county,,,[网络] 属多郡,,,,,0,0,,,
multi-coverage technique,,,多覆盖技术,,,,,0,0,,,
multi-crank engine,,,多曲柄机,,,,,0,0,,,
multi-criterion,,,[数] 多准则,,,,,0,0,,,
multi-cropping,,,多茬复种,,,,,0,0,,,
multi-cropping index,,,复种指数,,,,,0,0,,,
multi-crystal focusing spectrograph,,,多晶聚焦摄谱仪,,,,,0,0,,,
multi-csf,,,"[=multipotential colony stimulating factor]多向集落刺激因子,多价集落刺激因子",,,,,0,0,,,
multi-culti,,,[网络] 多元文化,,,,,0,0,,,
multi-cultural,mʌl'tɪk'ʌltʃərəl,,adj. 多元文化的,,,,,0,0,,,
multi-culturalism,,, 多元文化主义的,,,,,0,0,s:multi-culturalisms,,
multi-culturalisms,",mʌltɪ'kʌltʃərəlɪzm",,n. 多元文化论,,,,,0,0,0:multi-culturalism/1:s,,
multi-culturally,,,多种文化的\n反映多种文化的\n适合于多种文化的,,,,,0,0,,,
multi-culture,,,多元文化,,,,,0,0,s:multi-cultures,,
multi-cultures,,,[网络] 多文化,,,,,0,0,0:multi-culture/1:s,,
multi-curie processing,,,里级[放射性物质]处理，多居里级处理,,,,,0,0,,,
