geochemic,,,[网络] 地球化学,,,,,0,0,,,
geochemical,dʒi:ɒ'kemɪkl,, 地球化学的,j:100,,,,30733,37878,,,
geochemical abundance,,,地球化学丰度,,,,,0,0,,,
geochemical affinity,,,地化亲和力,,,,,0,0,,,
geochemical analysis,,,地球化学分析,,,,,0,0,,,
geochemical anomaly,,,地球化学异常,,,,,0,0,,,
geochemical background,,,地球化学背景,,,,,0,0,,,
geochemical balance,,,【地球化学】地球化学平衡,,,,,0,0,,,
geochemical barrier,,,地球化学障,,,,,0,0,,,
geochemical barriers,,,地球化学障,,,,,0,0,,,
geochemical behavior,,, 地球化学性状,,,,,0,0,,,
geochemical behaviour,,,[地化] 地球化学性状,,,,,0,0,,,
geochemical behaviour of element,,,元素地球化学行为,,,,,0,0,,,
geochemical character of the elements,,, 元素的地球化学性质,,,,,0,0,,,
geochemical chart,,,地球化学图,,,,,0,0,,,
geochemical circulation,,,地球化学循环,,,,,0,0,,,
geochemical classification,,, 地球化学分类,,,,,0,0,,,
geochemical classification of element,,,元素地球化学分类,,,,,0,0,,,
geochemical closed system,,,地球化学封闭体系,,,,,0,0,,,
geochemical constituent,,,[地化] 地球化学组分,,,,,0,0,,,
geochemical control,,, 地球化学的控制,,,,,0,0,,,
geochemical culmination,,, 地球化学的积顶点,,,,,0,0,,,
geochemical cycle,,,地球化学循环,,,,,0,0,,,
geochemical cycle of elements,,, 地球化学的元素循环,,,,,0,0,,,
geochemical cycle of uranium,,,铀地球化学旋回,,,,,0,0,,,
geochemical cycles,,,地质化学循环,,,,,0,0,,,
geochemical detailed survey,,,地球化学详查,,,,,0,0,,,
geochemical differentiation,,, 地球化学分异酌,,,,,0,0,,,
geochemical dispersion,,,地球化学分散,,,,,0,0,,,
geochemical drainage reconnaissance,,,地球化学水系勘查,,,,,0,0,,,
geochemical drainage survey,,, 水地球化学测量,,,,,0,0,,,
geochemical ecology,,, 地球化学生态学,,,,,0,0,,,
geochemical endemia,,, 地球化学地方病,,,,,0,0,,,
geochemical enrichment,,,地球化学富集,,,,,0,0,,,
geochemical environment,,,地球化学环境,,,,,0,0,,,
geochemical evolution,,,地球化学演化,,,,,0,0,,,
geochemical exploration,,,地球化学勘探,,,,,0,0,,,
geochemical exploration analysis,,,[地化] 地球化学勘探分析,,,,,0,0,,,
geochemical expoloration,,,地球化学探勘,,,,,0,0,,,
geochemical face,,,地球化学相,,,,,0,0,,,
geochemical facies,,,地球化学相,,,,,0,0,,,
geochemical fingerprint,,,地球化学指纹,,,,,0,0,,,
geochemical fossil,,,地球化学化石,,,,,0,0,,,
geochemical gas survey,,,气体地球化学测量,,,,,0,0,,,
geochemical gradient,,, 地球化学梯度,,,,,0,0,,,
geochemical index,,, 地球化学指数,,,,,0,0,,,
geochemical indicator,,,地球化学指标,,,,,0,0,,,
geochemical indicators,,, 地球化学指标,,,,,0,0,,,
geochemical isograds,,,地球化学等值线图,,,,,0,0,,,
geochemical landscape,,,地球化学分析,,,,,0,0,,,
geochemical leading elements,,, 地球化学标准元素,,,,,0,0,,,
geochemical logging,,,地化测井,,,,,0,0,,,
geochemical map,,,地球化学图,,,,,0,0,,,
geochemical mapping,,,地球化学填图,,,,,0,0,,,
geochemical migration of elements,,, 地球化学的元素迁移,,,,,0,0,,,
geochemical mobility,,,地球化学活动性,,,,,0,0,,,
geochemical model,,,地球化学模型,,,,,0,0,,,
geochemical open system,,,地球化学开放体系,,,,,0,0,,,
geochemical pattern,,,[地化] 地球化学模式,,,,,0,0,,,
geochemical population,,,地球化学总体,,,,,0,0,,,
geochemical process,,, 地球化学过程，地球化学酌,,,,,0,0,,,
geochemical profile,,, 地球化学剖面,,,,,0,0,,,
geochemical prospect,,,地球化学探勘,,,,,0,0,,,
geochemical prospecting,,,地球化学分析;地球化学探矿,,,,,0,0,,,
geochemical province,,,地球化学省,,,,,0,0,,,
geochemical recognition,,, 地球化学善查,,,,,0,0,,,
geochemical reconnaisance,,,地球化学普查,,,,,0,0,,,
geochemical reconnaissance,,, 地球化学踏勘,,,,,0,0,,,
geochemical relief,,, 地球化学地势,,,,,0,0,,,
geochemical rock survey,,,岩石地球化学测量,,,,,0,0,,,
geochemical self-organization,,,地球化学自组织,,,,,0,0,,,
geochemical signature,,,地球化学标记,,,,,0,0,,,
geochemical soil survey,,,土壤地球化学测量,,,,,0,0,,,
geochemical surface,,, 地球化学面,,,,,0,0,,,
geochemical survey,,, 地球化学勘探,,,,,0,0,,,
geochemical survey of pollution,,,地球化学污染调查,,,,,0,0,,,
geochemical system,,,地球化学体系,,,,,0,0,,,
geochemical transport,,,地球化学输运,,,,,0,0,,,
geochemical water survey,,,水地球化学测量,,,,,0,0,,,
geochemical well logging,,,元素测井,,,,,0,0,,,
geochemical zoning,,,[地化] 地球化学分带,,,,,0,0,,,
geochemically,,,在地球化学方面,,,,,0,0,,,
geochemist,dʒi:ɒ'kemɪst,,n. 地球化学家,n:100,,,,0,34029,s:geochemists,,
geochemistries,dʒiːəʊ'kemɪstrɪ,,n. 地球化学,,,,,0,0,0:geochemistry/1:s,,
geochemistry,.dʒi:ә'kemistri,n. the chemistry of the earth's crust,n. 地球化学\n[化] 地球化学,n:100,,,,30136,42272,s:geochemistries,,
geochemistry cycle,,,地质化学循环,,,,,0,0,,,
geochemistry landscape mapping,,,地球化学景观制图,,,,,0,0,,,
geochemistry of biosphere,,,[生态] 生物圈地球化学,,,,,0,0,,,
geochemistry of element,,,元素地球化学,,,,,0,0,,,
geochemistry of humus,,,[地化] 腐植质地球化学,,,,,0,0,,,
geochemistry of individual elements,,, 个别元素地球化学,,,,,0,0,,,
geochemistry of landscape,ˌdʒi(:)əuˈkemistri ɔv ˈlændskeip,, 景观地球化学,,,,,0,0,,,
geochemistry of lithoshere,,, 岩石圈地球化学,,,,,0,0,,,
geochemistry of lithosphere,,,[地化] 岩石圈地球化学,,,,,0,0,,,
geochemistry of marine,,,海洋地球化学,,,,,0,0,,,
geochemistry of marine sediment,,,海洋沉积物地球化学,,,,,0,0,,,
geochemistry of mineral deposits,,, 矿床地球化学,,,,,0,0,,,
geochemistry of oilfield water,,,[油气] 油田水地球化学,,,,,0,0,,,
geochemistry of ore deposit,,,[地质] 矿床地球化学,,,,,0,0,,,
geochemistry of organic molecule,,,[地化] 有机分子地球化学,,,,,0,0,,,
geochemistry of rare element,,,[地化] 稀有元素地球化学,,,,,0,0,,,
geochemistry of rare elements,,,稀有元素地球化学,,,,,0,0,,,
geochemistry of solids,,,[地化] 固体地球化学,,,,,0,0,,,
geochemistry of the atmosphere,ˌdʒi(:)əuˈkemistri ɔv ðə ˈætməsfiə,, 大气地球化学,,,,,0,0,,,
geochemistry of the heay element,,, 重元素地球化学,,,,,0,0,,,
geochemistry of the hydrosphere,ˌdʒi(:)əuˈkemistri ɔv ðə ˈhaidrəsfiə,, 水圈地球化学,,,,,0,0,,,
geochemistry of the soil,ˌdʒi(:)əuˈkemistri ɔv ðə sɔil,, 土壤地球化学,,,,,0,0,,,
geochemistry of trace element,,,[地化] 微量元素地球化学,,,,,0,0,,,
