ur-homeland,,,[网络] 你的祖国,,,,,0,0,,,
ur-instrument,'ə:'instrumənt,,n. 原本乐器,,,,,0,0,,,
ur-language,,,[网络] ur语言,,,,,0,0,,,
ur-languages,,,[网络] ur语言,,,,,0,0,,,
ur-mind,,,[网络] 心意,,,,,0,0,,,
ur-nammu,,,[网络] 乌尔纳姆；吾珥南模；乌尔那姆,,,,,0,0,,,
ur-ocean,,,原始大洋,,,,,0,0,,,
ur-performance,'ə:pə'fɔ:məns,,n. 原本演出,,,,,0,0,,,
ur-poem,,,[网络] 尿诗,,,,,0,0,,,
ur-poems,,,[网络] 尿诗,,,,,0,0,,,
ur-race,,"ur-race (plural ur-races)\nA primitive, primordial, or original race; a proto-race\n",,,,,,0,0,,,
ur-races,,,[网络] 比赛,,,,,0,0,,,
ur-science,,,[网络] 尿科学,,,,,0,0,,,
ur-sciences,,,[网络] 尿科学,,,,,0,0,,,
ur-text,,,[网络] 原始文本；手抄本为依据的原始版本,,,,,0,0,,,
ur-type,,,[网络] ur型,,,,,0,0,,,
ur-word,,ur-word (plural ur-words)\nAn original or primal word; a proto-word.\n,,,,,,0,0,,,
UR389,,,溴环己酰胺,,,,,0,0,,,
Ura,,,尿嘧啶,,,,,0,0,s:uras,,
Ura Firth,,,[地名] 尤拉湾 ( 英 ),,,,,0,0,,,
ura sedge,,,乌拉草,,,,,0,0,,,
"Ura, Guba",,,[地名] 乌拉湾 ( 俄 ),,,,,0,0,,,
Ura-Guba,,,[地名] 乌拉古巴 ( 俄 ),,,,,0,0,,,
ura-nage,,,[网络] 里投；杜凯文以背后摔里投,,,,,0,0,,,
ura-rate,"'juərə,reit",,n. 【柔道】后摔,,,,,0,0,,,
Ura-Tyube,,,[网络] 乌拉秋贝；乌拉秋别,,,,,0,0,,,
URAA,,,[=Agreement on Agriculture]农业协议,,,,,0,0,,,
uraba,,,[网络] 乌拉瓦,,,,,0,0,,,
urabe,,,[网络] 浦边反次；卡部卓江,,,,,0,0,,,
urac,'ju:ræk,,脲-醛类树脂粘合剂,,,,,0,0,,,
Uraca,,,[地名] 乌拉卡 ( 委 ),,,,,0,0,,,
uracan,,,[网络] 乌拉卡,,,,,0,0,,,
uracano,,,飓风,,,,,0,0,,,
Uracanthus,,,双刺天牛属,,,,,0,0,,,
Urach,,,[地名] 乌拉赫 ( 德 ),,,,,0,0,,,
urachal,'ju:rәkәl,,脐尿管的,,,,,0,0,,,
urachal adenocarcinoma,,,脐尿管腺癌,,,,,0,0,,,
urachal cyst,,,[医] 脐尿管囊肿,,,,,0,0,,,
urachal diverticulum,,,脐尿管憩室,,,,,0,0,,,
urachal duct,,,脐尿管,,,,,0,0,,,
urachal fistula,,,[医] 脐尿管瘘,,,,,0,0,,,
