number of bends,,,[力] 弯曲次数,,,,,0,0,,,
Number of Bill of Lading,,,[网络] 提单的份数；提单之份数,,,,,0,0,,,
number of bit,,,un. 量化级数\n[网络] 位数,,,,,0,0,,,
number of bits,,,[计] 二进制位数,,,,,0,0,,,
number of bits per sample,,,每样本位元数,,,,,0,0,,,
number of blade,,,[化] 桨叶数,,,,,0,0,,,
number of blades,,,叶片数,,,,,0,0,,,
number of blow,,,[矿业] 锤击次数,,,,,0,0,,,
number of blows,,,冲击数,,,,,0,0,,,
number of bolt hole,,,螺栓孔数量,,,,,0,0,,,
number of bolt holes in flange,,,法兰螺栓孔数,,,,,0,0,,,
number of both longitudinal and cross feeds,,,纵横向进刀量种数,,,,,0,0,,,
number of boundary,,,[数] 边界数,,,,,0,0,,,
number of braided strand,,,[橡胶] 编织股数,,,,,0,0,,,
number of braking pairs,,,制动副数,,,,,0,0,,,
number of branches,,, 条数,,,,,0,0,,,
number of broken eggs,,,破蛋数目,,,,,0,0,,,
number of bulkheads,,,[网络] 隔舱壁数,,,,,0,0,,,
number of buses,,,[计] 总线数,,,,,0,0,,,
number of calls,,,[计] 呼叫次数,,,,,0,0,,,
number of calving,,,产犊次数,,,,,0,0,,,
number of car loadings,,,装车数,,,,,0,0,,,
number of car unloadings,,,卸车数,,,,,0,0,,,
number of cars in a train,,,列车编成辆数,,,,,0,0,,,
number of cars in terms of 10-ton load,,,按 10 吨载重换算辆数,,,,,0,0,,,
number of cars sended per hour,,,[交] 小时发车数,,,,,0,0,,,
number of cases,,,[网络] 个案数；记录数；合计该组的观察例数,,,,,0,0,,,
number of cash-sweep chances,,,[网络] 不必要开支,,,,,0,0,,,
number of casts,,,出铁次数,,,,,0,0,,,
number of categories,,,分类数\n[计] 分类数,,,,,0,0,,,
number of cells,,,[计] 单元数,,,,,0,0,,,
number of chamber,,,室数,,,,,0,0,,,
number of change of polarity,,,极性转换次数,,,,,0,0,,,
number of channel,,,通道数,,,,,0,0,,,
number of channels,,,[计] 通道数,,,,,0,0,,,
number of character,,,[计] 字符数,,,,,0,0,,,
number of character output,,,[计] 字符输出数,,,,,0,0,,,
number of characters,ˈnʌmbə ɔv [ˈkæriktəs],, 字符数,,,,,0,0,,,
number of chargeable words,,,计费字数,,,,,0,0,,,
number of charges,,,付款张数,,,,,0,0,,,
number of children,,, 孩子数目，儿童数量; 子女人数,,,,,0,0,,,
number of children born to a woman in her lifetime,,,妇女终身生育的子女数,,,,,0,0,,,
number of circuits,,,循环列数,,,,,0,0,,,
number of class interval,,,组数,,,,,0,0,,,
number of classes,,,组数,,,,,0,0,,,
number of clearance hole,,,排屑孔数,,,,,0,0,,,
number of coils,,,弹簧圈数,,,,,0,0,,,
number of column,,,un. 列数\n[网络] 选择分栏并指定栏数,,,,,0,0,,,
number of columns,,,列数\n[计] 列数,,,,,0,0,,,
number of columns per row,,,每行中之数量,,,,,0,0,,,
number of combinations,,,组合数,,,,,0,0,,,
number of common initial,,,普通原始细胞数,,,,,0,0,,,
number of complete operations,,,完成作业数,,,,,0,0,,,
number of complexion,,,配容数,,,,,0,0,,,
number of complexions,,,配容数,,,,,0,0,,,
number of component,,,[物化] 组分数,,,,,0,0,,,
number of components,,,[化] 组分数,,,,,0,0,,,
number of computations,,,算量,,,,,0,0,,,
number of conditions,,,un. 条件数,,,,,0,0,,,
number of conjugate classes,,,[数] 共轭类数,,,,,0,0,,,
number of connections,,,[网络] 连接数量；设定连接的个数,,,,,0,0,,,
number of connectivity,,,[数] 连通数,,,,,0,0,,,
number of contacts,,,[网络] 接触对数；接触点数；接点数量,,,,,0,0,,,
number of convolution,,,波数,,,,,0,0,,,
number of copies,,,复制份数\n[计] 复制份数,,,,,0,0,,,
number of copper wire,,,[网络] 铜线号码,,,,,0,0,,,
number of cores,,,心数,,,,,0,0,,,
number of crimp,,,"皱褶数, 鬈曲数，卷曲数",,,,,0,0,,,
number of critical revolution,,,[网络] 临界转数,,,,,0,0,,,
number of cross feeds,,,横进刀量种数,,,,,0,0,,,
number of crosslinks,,,联数,,,,,0,0,,,
number of cutting tools,,,[机] 切刀数目,,,,,0,0,,,
number of cycle of washing,,,[网络] 洗舱循环次数,,,,,0,0,,,
number of cycles,,,往复动作数,,,,,0,0,,,
number of cycles of cracking,,,裂循环数,,,,,0,0,,,
number of cycles of overstress,,,应力循环数,,,,,0,0,,,
number of cycles per second,,,"频率,周率",,,,,0,0,,,
number of cylinders,,,气缸数,,,,,0,0,,,
number of data,,,数据数量,,,,,0,0,,,
number of data lines,,,[计] 数据行数,,,,,0,0,,,
number of days,,,天数\n[计] 天数,,,,,0,0,,,
number of days in receivables,,,[网络] 应收账款收款天数,,,,,0,0,,,
number of days sales in inventory,,,[网络] 存货销售天数,,,,,0,0,,,
