micromelo guamensis,,,关岛艳泡螺,,,,,0,0,,,
micromelting point apparatus,,,显微熔点测定器,,,,,0,0,,,
Micromelum,,,小苹果属,,,,,0,0,,,
Micromelum falcatum,,,n. 大管,,,,,0,0,,,
Micromelum integerrimum,,,n. 小芸木,,,,,0,0,,,
micromelus,,,"[医] 细肢者, 小肢者",,,,,0,0,,,
Micromely,,,"肢小(畸形),矮肢(畸形)",,,,,0,0,,,
micromembrane,,,微膜,,,,,0,0,,,
micromemory,,,[计] 微存储器,,,,,0,0,,,
micromercurialism,,,[医] 微量汞中毒,,,,,0,0,,,
micromere,'maikrәjmiә(r),"n. One of the smaller cells, or blastomeres, resulting from\n   the complete segmentation of a telolecithal ovum.",n. [生]小(分)裂球,,,,,0,0,,,
micromeres,,,n. 小(分)裂球\n[网络] 小裂球；异鳞杜鹃；卵裂球,,,,,0,0,,,
Micromeria,,n. large genus of fragrant chiefly Old World herbs,小薄荷属,,,,,0,0,s:micromerias,,
Micromeria barosma,,,n. 小香薷,,,,,0,0,,,
Micromeria biflora,,,n. 姜味草,,,,,0,0,,,
Micromeria chamissonis,,,[网络] 加州小薄荷,,,,,0,0,s:micromeria chamissoniss,,
micromeria chamissoniss,,,[网络] 加州小薄荷\n(micromeria chamissonis 的复数),,,,,0,0,0:micromeria chamissonis/1:s,,
Micromeria douglasii,,,[网络] 小菜蛾（Micromeria douglasii）,,,,,0,0,s:micromeria douglasiis,,
micromeria douglasiis,,,[网络] 小菜蛾（Micromeria douglasii）\n(micromeria douglasii 的复数),,,,,0,0,0:micromeria douglasii/1:s,,
Micromeria euosma,,,n. 清香姜味草,,,,,0,0,,,
Micromeria formosana,,,n. 台湾姜味草,,,,,0,0,,,
Micromeria wardii,,,n. 西藏姜味草,,,,,0,0,,,
micromerias,,,小薄荷属\n(micromeria 的复数),,,,,0,0,0:micromeria/1:s,,
micromerigraph,maɪkrɒmərɪɡ'rɑ:f,, [医]微粒沉降测定仪,,,,,0,0,,,
micromeris,,,[网络] 月世界,,,,,0,0,,,
micromerite,,,[网络] 微胶粒,,,,,0,0,,,
micromeritic,,,n. 微晶粒状；微晶粒学\nadj. 微晶粒状的,,,,,0,0,,,
micromeritics,",maikrәjmi'ritiks",,"[复]n.[用作单][冶]微晶(粒)学, 粉末工艺学",,,,,0,0,,,
Micromerol,,,"熊果酸,乌苏酸",,,,,0,0,,,
micromerozoite,,,[医] 小裂殖子,,,,,0,0,,,
micromesentery,,,[无脊椎] 微隔膜,,,,,0,0,,,
