IGas E.,,,abbr. Institution of Gas Engineers (英国)煤气工程师协会,,,,,0,0,,,
igat,,,abbr. Iran Gas Trunkline 伊朗天然气干线,,,,,0,0,,,
Igata,,,[地名] 伊加塔 ( 坦桑 ),,,,,0,0,,,
Igatalloy,,,伊格塔洛伊钨钴硬质合金,,,,,0,0,,,
igate,,,[网络] 无线网关；栅漏电流；综合关口局,,,,,0,0,,,
Igatpuri,,,[地名] 伊格德布里 ( 印 ),,,,,0,0,,,
igawa,,,[网络] 井川庆；伊川；分类标签,,,,,0,0,,,
igb,,,abbr. illicit gold buyer 非法黄金收购者,,,,,0,0,,,
igba,,,[网络] 智慧化绿建筑无线控制系统；非法博彩业法；非法从事博彩业法案,,,,,0,0,,,
Igbaja,,,[地名] 伊巴贾 ( 尼日利 ),,,,,0,0,,,
Igbara-Oke,,,[地名] 伊巴拉奥凯 ( 尼日利 ),,,,,0,0,,,
Igbatoro,,,[地名] 伊巴托罗 ( 尼日利 ),,,,,0,0,,,
igbesanmwan,,,[网络] igbsanmwan,,,,,0,0,,,
Igbessa,,,[地名] 伊贝萨 ( 尼日利 ),,,,,0,0,,,
Igbetti,,,[地名] 伊贝蒂 ( 尼日利 ),,,,,0,0,,,
Igbira,'iɡbirə,,"Igbira, Igbirra\n['iɡbirə]\nn.\n(居住在尼日利亚北部的)伊格比拉族；伊格比拉人\n伊格比拉语\nadj.\n伊格比拉人的",,,,,0,0,,,
"Igbira, Igbirra",'iɡbirə,,n. (居住在尼日利亚北部的)伊格比拉族；伊格比拉人；伊格比拉语\nadj. 伊格比拉人的,,,,,0,0,,,
Igbirra,'iɡbirə,,n.\n(居住在尼日利亚北部的)伊格比拉族；伊格比拉人\n伊格比拉语\nadj.\n伊格比拉人的,,,,,0,0,,,
Igbo,'i:^bәu,n a member of the largest ethnic group in southeastern Nigeria,n. (=Ibo)伊博人[语],,,,,0,0,s:igboes,,
Igbo-Ora,,,[地名] 伊博奥拉 ( 尼日利 ),,,,,0,0,,,
igbo-ukwu,,,[网络] 乌科渥,,,,,0,0,,,
Igbodja,,,[地名] 伊博贾 ( 贝 ),,,,,0,0,,,
igboes,'iɡbəu; 'i:bəu,,n. 伊博人,,,,,0,0,0:igbo/1:s,,
Igbogila,,,[地名] 伊博吉拉 ( 尼日利 ),,,,,0,0,,,
Igbogo,,,[地名] 伊博戈 ( 尼日利 ),,,,,0,0,,,
