public class,,,[网络] 公共类；公开课；类名,,,,,0,0,,,
public cleaning,ˈpʌblik ˈkli:nɪŋ,, 公共净化,,,,,0,0,,,
public cleansing,,,共净化,,,,,0,0,,,
public cloud,,, 公共云,,,,,0,0,,,
public cloud storage,,,[网络] 公共云存储,,,,,0,0,,,
public code,,,[经] 公共密码,,,,,0,0,,,
public coercion,,,"[法] 公开胁迫, 公开压制",,,,,0,0,,,
public cold store,,,"公用冰箱,冷库",,,,,0,0,,,
public college,,,公立学院,,,,,0,0,,,
public comfort station,,,[美国英语]公厕,,,,,0,0,,,
public comment,,,[网络] 公众意见；公众评论；公众评论制度,,,,,0,0,,,
public comments,,,[网络] 公众意见；公众发表评论；公众评论,,,,,0,0,,,
public commission,,,社会工作[任务],,,,,0,0,,,
public commitment,ˈpʌblik kəˈmɪtmənt,, 公开投入,,,,,0,0,,,
public communication,,,n. 大众传播,,,,,0,0,,,
public communication campaign,,,公共宣导活动,,,,,0,0,,,
public communication line,,,公用通信线路,,,,,0,0,,,
public communication service,,,公共通信业务,,,,,0,0,,,
public communication specific station,,,公众通信专用电台,,,,,0,0,,,
public communications service,,,公用通信业务,,,,,0,0,,,
public companies,,,n. 公开上市公司\n[网络] 公众公司；公共公司；公营公司,,,,,0,0,,,
public company,ˈpʌblik ˈkʌmpəni,,n. （有股票公开上市的）上市公司,,1,,,0,0,,,
public component,,,公用元件,,,,,0,0,,,
public concern,ˈpʌblik kənˈsə:n,, 公众关注,,,,,0,0,,,
public conference,,,公民会议,,,,,0,0,,,
public confidence,,,[网络] 公共信心；公众信任；公众信心,,,,,0,0,,,
public confidentiality service,,,维护机密服务,,,,,0,0,,,
public conformity,,,公开从众,,,,,0,0,,,
public consciousness,ˈpʌblik ˈkɔnʃəsnɪs,, 公开意识,,,,,0,0,,,
public conservatory,,,展览温室,,,,,0,0,,,
public consultation,,,公共协商,,,,,0,0,,,
public consumption,,,公用耗水量,,,,,0,0,,,
public consumption expenditure,,,公众消费开支,,,,,0,0,,,
public consumption goods,,,公共消费财,,,,,0,0,,,
public consumption monopoly,,,[经] 国家消费垄断,,,,,0,0,,,
public context,,,公共系络,,,,,0,0,,,
public contract,,,"[法] 公共契约, 公约, 公用事业集资契约",,,,,0,0,,,
public contribution,,,公众捐款,,,,,0,0,,,
Public Contribution System,,,[网络] 公摊制,,,,,0,0,,,
public control,,, 管制,,,,,0,0,,,
public convenience,ˈpʌblik kənˈvi:njəns,,n. 公共厕所,,,,,0,0,s:public conveniences,,
public conveniences,,,[网络] 公共厕所；公厕；委婉用语,,,,,0,0,0:public convenience/1:s,,
public corporation,,,[经] 公营公司,,,,,0,0,,,
public corporationforest,,,公有林,,,,,0,0,,,
public corporations,,,[网络] 公营公司；公众公司；公法人,,,,,0,0,,,
public correspondence,,,公用通信,,,,,0,0,,,
public correspondence service,,,公众通信业务,,,,,0,0,,,
public course,,,un. 对外开放的球场\n[网络] 公共课程；公共课；公开开放的球场,,,,,0,0,,,
public credibility,,,[网络] 公信力,,,,,0,0,,,
public credit,,,[经] 政府贷款,,,,,0,0,,,
public crest,,,【解剖学】耻骨嵴,,,,,0,0,,,
public crisis,,,[网络] 公共危机；公关危机；公共危机事件,,,,,0,0,,,
public danger,,,公众的危险,,,,,0,0,,,
public data,,,[计] 公开数据,,,,,0,0,,,
public data base,,,[计] 公用数据库,,,,,0,0,,,
Public Data Network,,,[计] 公共数据网络,,,,,0,0,,,
public data transmission service,,,公用数据传输业务,,,,,0,0,,,
public database,ˈpʌblik ˈdeitəbeis,, 公用数据库,,,,,0,0,,,
public debate,,,[法] 公开辩论,,,,,0,0,s:public debates,,
public debates,,,公开辩论,,,,,0,0,0:public debate/1:s,,
public debt,,,[经] 公债,,,,,0,0,s:public debts,,
public debt limitation,,,[财政] 国债限额,,,,,0,0,,,
public debt limitations,,,国债限额,,,,,0,0,,,
public debt ratio,,,公债负债率,,,,,0,0,,,
public debt repayment,,,偿还政府债务,,,,,0,0,,,
public debt transaction,,,政府债券交易,,,,,0,0,,,
public debts,,,公债，国债,,,,,0,0,0:public debt/1:s,,
public debts redemption,,,un. 公债偿还资金,,,,,0,0,,,
public decency,,,风俗,,,,,0,0,,,
public decision making,,,公共决策;公共事业决策,,,,,0,0,,,
public decisions,,,公共决策,,,,,0,0,,,
public deed,,,公文据,,,,,0,0,,,
public defamation,,,[法] 公开地毁坏人名誉,,,,,0,0,,,
public defender,,,"[法] 公设律师, 公设辩护人",,,,,0,0,s:public defenders,,
public defenders,,,na. 公设辩护人\n[网络] 公设辩护律师,,,,,0,0,0:public defender/1:s,,
public deficit,,,[网络] 财政赤字,,,,,0,0,,,
public deliberation,,,公共审议；公众审议,,,,,0,0,,,
public demand,,,[网络] 公共需求；公众必需品；公众诉求,,,,,0,0,,,
public demand theory,,,公需说(赋税理论),,,,,0,0,,,
public demonstration,,,[网络] 公众集会和示威,,,,,0,0,,,
public department,,, 公共机关,,,,,0,0,,,
public deposit,,,[经] 政府存款,,,,,0,0,,,
public deposits,,,政府存款,,,,,0,0,,,
public determinant,,,共有决定簇,,,,,0,0,,,
public dial port,,,公用拨号端口,,,,,0,0,,,
public dialogue,,,"公众对话；公开对话, 公共对话",,,,,0,0,,,
"public digital cellular,PDC",,,公用数字蜂窝,,,,,0,0,,,
public diplomacy,,,群众外交，民间外交,,,,,0,0,,,
public director,,,[经] 机方董事,,,,,0,0,,,
PUBLIC directory,,,[计] 公共目录,,,,,0,0,,,
public disaster,,,公害,,,,,0,0,,,
"public disaster,public nuisance",,,公害,,,,,0,0,,,
public disclosure,,,公开曝光,,,,,0,0,,,
public discussion,ˈpʌblik disˈkʌʃən,, [法]公议,,,,,0,0,s:public discussions,,
public discussion format,,,公众讨论形式,,,,,0,0,,,
public discussions,,,公议,,,,,0,0,0:public discussion/1:s,,
public disk pack,,,公用磁碟组,,,,,0,0,,,
public disk structure,,,公用磁碟结构,,,,,0,0,,,
public disorder,,, 公众骚乱,,,,,0,0,,,
public display,,,[网络] 公开展览；公开展示；公共显示器,,,,,0,0,,,
public displays of affection,,, 公开场合的亲热表现，公开示爱,,,,,0,0,,,
public distance,,,[网络] 公共距离；公众距离；一般距离,,,,,0,0,,,
public distribution,,,[网络] 公开配售；公开散布行为,,,,,0,0,,,
public distribution system,,,[计] 公用（密钥）分配体制,,,,,0,0,,,
public disturbance,,,[网络] 公众骚乱；民众骚乱,,,,,0,0,,,
public document,,,"[计] 公用文档\n[经] 公文, 政府文件",,,,,0,0,,,
public documents,,,政府出版品,,,,,0,0,,,
public domain,,,"[计] 公共域\n[经] 公(机)产, 公有地",,,,,0,0,s:public domains,,
public domain program,,,[计] 公共域程序,,,,,0,0,,,
Public Domain Software,,,[计] 共享软件,,,,,0,0,,,
public domain works,,,[网络] 公共领域著作；公共领域着作；域着作,,,,,0,0,,,
public domains,,,[网络] 公域；共领域,,,,,0,0,0:public domain/1:s,,
public drive,,,公用驱动器,,,,,0,0,,,
public dues,,,un. 公众应得权益,,,,,0,0,,,
public duties,,,公务,,,,,0,0,,,
public duty,,,"[法] 公共职责, 公务, 公共责任",,,,,0,0,,,
public e-marketplace,,,公开电子市集,,,,,0,0,,,
public easement,,,[网络] 公共地役权,,,,,0,0,s:public easements,,
public easements,,,公共役权,,,,,0,0,0:public easement/1:s,,
public economics,,,公共经济学,,,,,0,0,,,
public economy,,,公有经济;财政,,,,,0,0,,,
public economy of socialism,,,[法] 社会主义公有经济,,,,,0,0,,,
public education,,,"公共教育,学校教育(区别于家庭教育)",,,,,0,0,,,
public election,ˈpʌblik iˈlekʃən,, [法]公开选举,,,,,0,0,,,
public electricity generation,,,公用电流生产,,,,,0,0,,,
public electricity supply,,,公用电气事业,,,,,0,0,,,
Public Elevator,,,公用谷仓,,,,,0,0,,,
public employee,,,[法] 公职人员,,,,,0,0,,,
public employment,,,公共雇用,,,,,0,0,,,
public enemies,,,un. 公敌\n[网络] 公众之敌；大犯罪家；人民公敌,,,,,0,0,,,
public enemy,,,"公敌, 要犯\n[法] 公敌",,,,,0,0,,,
public enemy number one,,,"[法] 头号公敌, 第一号罪犯",,,,,0,0,,,
public enforcement,,, 公共实施,,,,,0,0,,,
public enforcement of antitrust law,,,反托拉斯法的公共执行,,,,,0,0,,,
public enforcement of law,,,[网络] 公共执法；法律的公共执行；法律的国家执行或公力执行,,,,,0,0,,,
public engagement,,,[网络] 公众参与；公众参与性网站；公共参与,,,,,0,0,,,
public engineering survey,,,市政工程测量,,,,,0,0,,,
public enquiry,,,[网络] 公开咨询,,,,,0,0,,,
public enterprise,,,[经] 公营企业,,,,,0,0,,,
public enterprises,,,[网络] 公营企业；公营事业；公共企业,,,,,0,0,,,
public entertainment,,,[网络] 公共娱乐；公众娱乐；公共文娱,,,,,0,0,,,
public entrepreneur,,,公共企业家,,,,,0,0,,,
public entrepreneurship,,,公共企业精神,,,,,0,0,,,
public environment,,,公共环境,,,,,0,0,,,
public establishment,ˈpʌblik isˈtæbliʃmənt,, [法]公共企业,,,,,0,0,,,
public ethics,,,公共伦理,,,,,0,0,,,
public event,,,[网络] 公共事件；公众活动；老人,,,,,0,0,,,
public events,,,[网络] 公共事件；公众活动；公共活动,,,,,0,0,,,
public examination,,,"[法] 公开审讯, 公开审查, 公开检查",,,,,0,0,,,
public exchange,,,[计] 公用交换,,,,,0,0,,,
public executioner,,,[网络] 公务员,,,,,0,0,s:public executioners,,
public executioners,,,[网络] 公务员\n(public executioner 的复数),,,,,0,0,0:public executioner/1:s,,
public expenditure,,,财政支出,,,,,0,0,,,
public expenditure decision,,,公共支出决策,,,,,0,0,,,
public expenditure decisions,,,un. 公共支出决策,,,,,0,0,,,
public expenditures on education at current market prices,,,按现行市场价格计算的教育经费支出,,,,,0,0,,,
public expendtiure,,,"[经] 财政开支, 公共支出",,,,,0,0,,,
public expense,,,"[经] 公共开支, 公费",,,,,0,0,,,
public exposure,,, 公众暴露,,,,,0,0,s:public exposures,,
public exposures,,,公众暴露,,,,,0,0,0:public exposure/1:s,,
public expression,,,[网络] 公众表达,,,,,0,0,,,
public eye,,,[网络] 公众之眼；公众观点；公众的视线,,,,,0,0,s:public eyes,,
