tube construction,,,子结构,,,,,0,0,,,
tube container,,,管状容器,,,,,0,0,,,
tube conveyer,,,管式气传送器,,,,,0,0,,,
tube conveyor,,,输送管,,,,,0,0,,,
tube cooled motor,,,道通风式电动机,,,,,0,0,,,
tube cooler,,,"管式冷却器,冷却管",,,,,0,0,,,
tube core,,,管芯,,,,,0,0,,,
tube count,,,[电] 管计算,,,,,0,0,,,
tube counter,,,管式计数器,,,,,0,0,,,
tube coupling,,,子联结,,,,,0,0,,,
tube cracking furnace,,,[化] 管式裂解炉,,,,,0,0,,,
tube culture,,,试管培养\n[医] 试管培养,,,,,0,0,,,
tube current division,,,电子管内的电流分配,,,,,0,0,,,
tube cutoff,,,电子管截止,,,,,0,0,,,
tube cutter,,,[机] 截管器,,,,,0,0,,,
tube cutting machine,,,切管机,,,,,0,0,,,
tube cutting machine tool,,,管子切割机床,,,,,0,0,,,
tube damage,,,管破坏,,,,,0,0,,,
tube damper,,,减幅管，阻尼管,,,,,0,0,,,
tube data,,,[网络] 电子管参数；换热管参数,,,,,0,0,,,
tube Debove's,,,[医] 德博夫氏管(划度洗胃管),,,,,0,0,,,
tube delivery gate,,,管式输水斗门,,,,,0,0,,,
tube detector,,,真空管检波器,,,,,0,0,,,
tube diameter expansion,,,扩径,,,,,0,0,,,
tube diaphragm,,,[医] 球管隔栅,,,,,0,0,,,
tube dilution method,,,管稀释法,,,,,0,0,,,
tube diode,,,[计] 真空二极管,,,,,0,0,,,
tube domain,,,管状域,,,,,0,0,,,
tube door,,,管子门,,,,,0,0,,,
tube drain valve,,,发射管洩水阀,,,,,0,0,,,
tube drainage,,,管道排水,,,,,0,0,,,
tube drawbench,,,拉管几,,,,,0,0,,,
tube drawer,,,拉管机,,,,,0,0,,,
tube drawing,,,拔管,,,,,0,0,,,
tube drawing bench,,,拔管机,,,,,0,0,,,
tube drawing die,,,un. 拨管模,,,,,0,0,,,
tube drawing machine,,,拉管机,,,,,0,0,,,
tube drawing tool,,,管拉伸工具,,,,,0,0,,,
tube dress,,,直筒式服装,,,,,0,0,,,
tube drier,,,管式干燥器,,,,,0,0,,,
tube drift,,,[网络] 管塞；管塞扩管器；打桩器,,,,,0,0,,,
tube drop,,,[电] 管降落,,,,,0,0,,,
tube dryer,,,管式干燥器,,,,,0,0,,,
tube efficiency,,,电子管效率,,,,,0,0,,,
tube electric furnace,,,管式电炉,,,,,0,0,,,
tube electrode,,,形电极,,,,,0,0,,,
tube electrometer,,,[电] 管静电计,,,,,0,0,,,
tube electrometer amplifier,,,管式静电计放大器,,,,,0,0,,,
tube electronics,,,[电子] 电子管电子学,,,,,0,0,,,
tube element,,,管状元件,,,,,0,0,,,
tube end,,,端,,,,,0,0,,,
tube end belling press,,,管端扩口压力机,,,,,0,0,,,
tube end cutting machine,,,管端切割机,,,,,0,0,,,
tube end expanding machine,,,管端扩粗机,,,,,0,0,,,
tube end expansion,,,扩口,,,,,0,0,,,
tube end piece,,,[网络] 管端块,,,,,0,0,,,
tube end sizing press,,,管端定径压力机,,,,,0,0,,,
tube end swaging press,,,管端锤头压力机,,,,,0,0,,,
tube end tip,,,[网络] 管端头,,,,,0,0,,,
tube envelope,,,电子管外壳,,,,,0,0,,,
tube erosion,,,子侵蚀,,,,,0,0,,,
tube expander,,,[机] 扩管机,,,,,0,0,,,
tube expanding,,,胀管,,,,,0,0,,,
tube expansion,,,管扩展,,,,,0,0,,,
tube extractor,,,管式提取器,,,,,0,0,,,
tube extruder,,,管材挤压机,,,,,0,0,,,
tube extrusion,,,管子挤压,,,,,0,0,,,
tube face,,,灯管座;灯泡座,,,,,0,0,,,
tube failure,,,子损坏，管子漏泄,,,,,0,0,,,
tube fault,,,[网络] 电子管故障,,,,,0,0,,,
tube feed,,,管饲,,,,,0,0,,,
tube feeding,,,n. 管饲\n[网络] 管灌饮食；胃管喂食；管饲饮食,,,,,0,0,,,
tube feeding crosshead,,,管子进给机构,,,,,0,0,,,
tube feeding syndrome,,,[网络] 管饲综合征,,,,,0,0,,,
tube feet,,,管足,,,,,0,0,0:tube foot/1:s,,
tube ferrule,,,管箍,,,,,0,0,,,
tube filling machine,,,装管机,,,,,0,0,,,
tube filter,,,[医] 球管滤光板,,,,,0,0,,,
tube fin pitch,,,子鳍片节距,,,,,0,0,,,
tube fitting,,,[化] 管件,,,,,0,0,,,
tube fittings,,,[化] 管件,,,,,0,0,,,
tube flap,,,[化] 垫带,,,,,0,0,,,
tube flaring kit,,,管子扩口器,,,,,0,0,,,
tube flaring machine,,,玻璃管扩口机,,,,,0,0,,,
tube flaring tool,,,管子扩口工具,,,,,0,0,,,
tube float,,,管式浮标,,,,,0,0,,,
tube flow,,,[化] 管流,,,,,0,0,,,
tube fly,,,[网络] 管毛钩,,,,,0,0,,,
tube focus,,,管焦点,,,,,0,0,,,
tube foot,tju:b fut,, 管足,,,,,0,0,s:tube feet,,
tube for precipitation,,,沉淀管,,,,,0,0,,,
tube for seed dill,,,播种机输种管,,,,,0,0,,,
tube forming,,, 管材成形,,,,,0,0,,,
tube frame,,,[化] 管框架,,,,,0,0,,,
tube friction,,,道摩擦阻力,,,,,0,0,,,
tube funnel,,,"管式漏斗,滤管",,,,,0,0,,,
tube furance,,,[网络] 炉管式,,,,,0,0,,,
tube furnace,,,[化] 管式炉,,,,,0,0,,,
tube furnace pyrolyzer,,,管炉热解器,,,,,0,0,,,
tube fuse,,,管状保险丝,,,,,0,0,,,
tube gage,,,管式气压计,,,,,0,0,,,
tube galvanometer,,,子管检流计，电子管电流计,,,,,0,0,,,
tube gauge,,,管式气压计,,,,,0,0,,,
tube generator,,,电子管振荡器,,,,,0,0,,,
tube germination,,,管萌发,,,,,0,0,,,
tube gill pitch,,,子鳍片节距,,,,,0,0,,,
tube graft,,,[医] 管状移植物,,,,,0,0,,,
tube grain,,,管状药柱,,,,,0,0,,,
tube grup,,,[网络] 管族,,,,,0,0,,,
tube gum,,,[胶粘] 补内胎胶,,,,,0,0,,,
tube hanger,,,吊管架,,,,,0,0,,,
tube head,tju:b hed,, [医]（显微镜）管头,,,,,0,0,,,
tube header,,,[网络] 管集箱；筦箱,,,,,0,0,,,
tube heat exchanger,,,管壳式换热器,,,,,0,0,,,
tube heat-exchanger,,,式换热器,,,,,0,0,,,
tube heater,,,[化] 管式加热炉,,,,,0,0,,,
tube heating furnace,,,[化] 管式加热炉,,,,,0,0,,,
tube heating time,,,[电] 管发热时间,,,,,0,0,,,
tube holder,,,[机] 料筒夹座,,,,,0,0,,,
tube hole,,,管孔,,,,,0,0,,,
tube hole groove,,,孔槽,,,,,0,0,,,
tube holes coefficient,,,孔带减弱系数,,,,,0,0,,,
tube holes on tube sheet,,,[化] 管板管口,,,,,0,0,,,
tube ice,,,管冰,,,,,0,0,,,
tube ice machine,,,管冰机,,,,,0,0,,,
tube ice maker,,,管状冰制造机,,,,,0,0,,,
tube ignition,,,灼管[热管]点火,,,,,0,0,,,
tube impedance,,,电子管内阻,,,,,0,0,,,
tube in tube condenser,,,套管式冷凝器,,,,,0,0,,,
tube in-shell heat exchanger,,,管式热交换器,,,,,0,0,,,
tube in-tube condenser,,,un. 套管式冷凝器,,,,,0,0,,,
tube insert,,,管插件（热交换器）,,,,,0,0,,,
tube interlock mechanism,,,鱼雷发射管联锁机构,,,,,0,0,,,
tube it,,,vt. 考试失败,,,,,0,0,,,
tube joint,,,管接头,,,,,0,0,,,
tube lamp,,,管形灯泡,,,,,0,0,,,
tube lane,,,间通道,,,,,0,0,,,
tube leak,,,子泄漏,,,,,0,0,,,
tube length,,,[医] 管长,,,,,0,0,,,
tube lens,,,镜筒透镜,,,,,0,0,,,
tube light output,,,管子亮度输出,,,,,0,0,,,
tube machine,,,制管机,,,,,0,0,,,
tube making machines,,,[网络] 管筒制造机；内胎制造机,,,,,0,0,,,
tube map,,,[英国口语]地铁交通图,,,,,0,0,,,
tube material,,,管材料,,,,,0,0,,,
tube micrometer,,,壁厚千分尺,,,,,0,0,,,
tube mill,,,[化] 管磨机\n[医] 管式球磨机,,,,,0,0,,,
tube mill head,,,管磨机磨头;管式磨头,,,,,0,0,,,
tube mill liner,,,管式磨衬里,,,,,0,0,,,
tube mill lining,,,(把)管式磨衬里,,,,,0,0,,,
tube mill shell,,,管式磨外壳,,,,,0,0,,,
tube milling,,,管式磨,,,,,0,0,,,
tube model,,,管状模型,,,,,0,0,,,
tube mold,,,内胎[吹管]模,,,,,0,0,,,
tube mould,,,吹管模,,,,,0,0,,,
tube neck,,,管颈,,,,,0,0,,,
tube nest,,,(列管热交换器的)花板,,,,,0,0,,,
tube nipple,,,[化] 管子螺纹接套,,,,,0,0,,,
tube noise,,,[电] 管生杂音,,,,,0,0,,,
tube nucleus,tju:b ˈnju:kliəs,, 粉管核,,,,,0,0,,,
tube number of each pass,,,[化] 每程管数,,,,,0,0,,,
tube of current,,,[网络] 电流管,,,,,0,0,,,
tube of electric flux,,,电通量管,,,,,0,0,,,
tube of electric force,,,电力线管,,,,,0,0,,,
tube of electric induction,,,感应管,,,,,0,0,,,
tube of flow,tju:b ɔv fləu,, 淋,,,,,0,0,,,
tube of flux,,,通量管,,,,,0,0,,,
tube of force,,,电力线管;力线管,,,,,0,0,,,
tube of magnetic flux,,,[网络] 磁通管,,,,,0,0,,,
tube of magnetic force,,,感应管，磁力管,,,,,0,0,,,
tube of magnetic induction,,,磁感应管,,,,,0,0,,,
tube on sheet evaporator,,,管板式蒸发器,,,,,0,0,,,
tube oscillator,,,电子管振荡器,,,,,0,0,,,
tube packaging,,,管包装,,,,,0,0,,,
tube packing,,,管填料,,,,,0,0,,,
tube packing inserting tool,,,管包装嵌入工具,,,,,0,0,,,
tube packing take-out tool,,,管包装取出工具,,,,,0,0,,,
tube packing tightening tool,,,管包装压紧工具,,,,,0,0,,,
tube pan,,,圆形平底锅,,,,,0,0,,,
tube panel,,,管屏,,,,,0,0,,,
tube parameter,,,电子管参数,,,,,0,0,,,
tube parts,,,[化] 配管部件,,,,,0,0,,,
tube pass,,,[化] 管程,,,,,0,0,,,
tube pass partition,,,[化] 管程分程隔板,,,,,0,0,,,
tube photometer,,,管光度计,,,,,0,0,,,
tube pile,,,管桩,,,,,0,0,,,
tube pillar,,,un. 管柱,,,,,0,0,,,
tube pitch,,,管心距,,,,,0,0,,,
tube planter,,,块茎播种机,,,,,0,0,,,
tube planting,,,筒状容器栽植,,,,,0,0,,,
tube plate,,,管板,,,,,0,0,,,
tube plate stay,,,板支撑,,,,,0,0,,,
tube platen,,,屏,,,,,0,0,,,
tube platform,,,板,,,,,0,0,,,
tube plug,,,[机] 管塞,,,,,0,0,,,
tube plug with socket,,,[网络] 套管形插头连座,,,,,0,0,,,
tube pointer,,,管夹头锻制机,,,,,0,0,,,
