"Nash, Thomas",,,[网络] 托马斯·纳什,,,,,0,0,,,
nash-cloth,,,[网络] 纳布布,,,,,0,0,,,
nash-gab,,,[网络] 纳什加布,,,,,0,0,,,
Nash-Williams formula,,,纳希-威廉公式,,,,,0,0,,,
nashar,,, [地名] [阿富汗] 纳沙尔,,,,,0,0,,,
nashawena,,,[网络] 纳沙威纳,,,,,0,0,,,
Nashawena I.,,,[地名] 纳沙威纳岛 ( 美 ),,,,,0,0,,,
nashbar,,,[网络] 纳什巴尔,,,,,0,0,,,
Nashe,,,n. (Nashe)人名；(英)纳什,,,,,0,0,s:nashes,,
"Nashe, Thomas",næʃ,,纳什(Pasquil)(1567～1601，英国剧作家、小说家及讽刺小品作家),,,,,0,0,,,
nasheed,,,[网络] 前总统纳西德；马尔代夫总统纳希德；伊斯兰音乐,,,,,0,0,,,
nasheeds,,,[网络] 鼻塞,,,,,0,0,,,
nasher,,,[网络] 纳什,,,,,0,0,,,
nashes,,,[网络] 纳西斯；李舒海,,,,,0,0,0:nash/1:s,,
nashi,næ'ʃaɪ,,n. 日本雅梨,,,,,0,0,,,
Nashian,,,[网络] 纳善,,,,,0,0,,,
Nashiji,,,[网络] 香梨；梨地肌,,,,,0,0,,,
Nashik,,,[网络] 纳西克；印度纳希克公司；纳西克县,,,,,0,0,,,
Nashim,,,[网络] 女人,,,,,0,0,,,
nashira,,,[网络] 壁垒阵三；垒壁阵三,,,,,0,0,,,
nashis,'nɑ:ʃi,,n. 那许风；东北风\nadj. 苹果状的\nn. (Nashi)人名；(日)名执(姓),,,,,0,0,,,
nashki,,,[网络] 纳什基,,,,,0,0,,,
Nasho,,,[网络] 服兵易,,,,,0,0,,,
nashoba,,, [地名] [美国] 纳肖巴,,,,,0,0,,,
nashod,,,[网络] 鼻子,,,,,0,0,,,
nashoes,'næʃəu,,n.\n[澳大利亚俚语]\n现役军人\n强制性军事训练\n变形：\nn.\nNashos,,,,,0,0,,,
nashola,,,[网络] 鼻涕,,,,,0,0,,,
nashos,'næʃəu,,Nashos\nn.\nNasho的变形\nNasho\n['næʃəu]\nn.\n[澳大利亚俚语]\n现役军人\n强制性军事训练\n变形：\nn.\nNashos,,,,,0,0,,,
nashotah,,, [地名] [美国] 纳肖塔,,,,,0,0,,,
nashtoba,,,[网络] 纳什托巴,,,,,0,0,,,
Nashua,'næʃuə,,n. 纳舒厄（美国新罕布什尔州南部一座城市）,,,,,0,0,s:nashuas,,
nashuas,'næʃuə,,Nashua\n['næʃuə]\n纳舒厄(美国新罕布什尔州南部城市),,,,,0,0,0:nashua/1:s,,
nashville,'næʃvil,n. capital of the state of Tennessee; located in the north central part of the state on the Cumberland River; known for country music,n. 那什维尔（美国田纳西州首府）,,,,,25431,0,s:nashvilles,,
Nashville Dome,,,[网络] 纳什维尔穹窿,,,,,0,0,,,
Nashville hot chicken,,"When a man has vaginal intercourse with a menstruating woman followed by anal intercourse, after which the woman gives the man fellatio and swallows his ejaculate\n> I fucked that chick in her bloody pussy, then put it in her ass. Then she gobbled my cock until I came in her mouth and she swallowed. Best Nashville hot chicken of my life!\n",,,,,,0,0,,,
Nashville sound,,,[网络] 纳什维尔之声；纳什维尔之音；纳什威尔之声,,,,,0,0,,,
Nashville warbler,,,【鸟类】美洲莺(Vermivora ruficapilla),,,,,0,0,,,
Nashville warblers,,,Nashville warbler\n【鸟类】美洲莺(Vermivora ruficapilla),,,,,0,0,,,
nashvilles,,,[网络] 纳什维尔,,,,,0,0,0:nashville/1:s,,
Nashvillian,,,[网络] 纳什维尔人,,,,,0,0,,,
nashvillians,,,[网络] 纳什维尔人,,,,,0,0,,,
Nashwah,,,[地名] 奈什沃 ( 埃 ),,,,,0,0,,,
nashwan,,,[网络] 来兴旺；那时还；纳希温,,,,,0,0,s:nashwans,,
nashwans,,,[网络] 来兴旺；那时还；纳希温\n(nashwan 的复数),,,,,0,0,0:nashwan/1:s,,
Nashwauk,,,[地名] 纳什沃克 ( 美 ),,,,,0,0,,,
nasi,'nɑ:si,,<马来语> n.米饭,,,,,0,0,,,
nasi ambeng,,,[网络] 马来盘菜,,,,,0,0,,,
nasi goreng,,,[网络] 印尼炒饭；马来炒饭；炒饭加羊肉咖喱,,,,,0,0,,,
nasi gorengs,,,[网络] 炒饭,,,,,0,0,,,
nasi lemak,,,[网络] 椰浆饭；辣死你妈；椰桨饭,,,,,0,0,,,
nasi-,'neizi,,comb.form =naso-: nasion,,,,,0,0,,,
Nasia,,,[地名] 纳西亚 ( 加纳 ),,,,,0,0,,,
nasial,'neiziәl,,a. [解]鼻根的,,,,,0,0,,,
Nasib,,,奈西布,,,,,0,0,,,
Nasibi,,,[网络] 纳西比,,,,,0,0,,,
Nasibis,,,[网络] 纳西比斯,,,,,0,0,,,
NASIC,,,[网络] 美国国家航空航天情报中心；国家航空航天情报中心(National Air and Space Intelligence Center)；国家航空航天信息中心,,,,,0,0,,,
nasica,,,[网络] 那西卡-选自古代卷；西庇阿家族的那斯卡,,,,,0,0,,,
Nasice,,,纳希策,,,,,0,0,,,
nasicornous,,,[网络] 棘手的,,,,,0,0,,,
Nasiedle,,,[地名] 纳谢德莱 ( 波 ),,,,,0,0,,,
Nasielsk,,,[地名] 纳谢尔斯克 ( 波 ),,,,,0,0,,,
nasiform,,,[网络] 鼻形,,,,,0,0,,,
Nasik,,,[网络] 纳西克；纳锡；纳希克,,,,,0,0,,,
nasil,,,鼻嗅,,,,,0,0,,,
Nasilai Reef,,,[地名] 纳西莱礁 ( 斐 ),,,,,0,0,,,
nasillate,,,[网络] 鼻涕,,,,,0,0,,,
nasim,,,[网络] 纳幸；南信；纳辛,,,,,0,0,,,
nasima,,,[网络] 鼻子,,,,,0,0,,,
nasinec,,,[网络] 鼻塞,,,,,0,0,,,
Nasini,,,鼻鱼族,,,,,0,0,,,
nasinite,'næsinait,,七水硼钠石,,,,,0,0,,,
nasio-iniac,,,[医] 鼻根枕外隆凸的,,,,,0,0,,,
nasioalveolar,,,[医] 鼻根牙槽的,,,,,0,0,,,
nasiobregmatic,,,[医] 鼻根前囟的,,,,,0,0,,,
nasioiniac,,,鼻根点枕外隆突尖的,,,,,0,0,,,
nasiomental,,,[医] 鼻[根]颏的,,,,,0,0,,,
nasion,'neiziɔn,n the craniometric point at the bridge of the nose where the frontal and nasal bones of the skull meet,"n. [解]鼻根,鼻根点",,,,,0,0,s:nasions,,
nasion excavation,,,鼻根点陷凹,,,,,0,0,,,
nasion-manton,,,鼻根点颏点距,,,,,0,0,,,
nasion-mention distance,,,【人类学】鼻根点—颏点距,,,,,0,0,,,
nasion-menton,,,[人类] 鼻根点－颏点距,,,,,0,0,,,
nasion-postcondylare plane,,,[医] 髁鼻平面,,,,,0,0,,,
nasion-prosthion,,,鼻根点·上齿槽前缘点,,,,,0,0,,,
nasion-stomion,,,鼻根点·口点,,,,,0,0,,,
nasionale,,,[网络] 鼻子,,,,,0,0,,,
nasions,,,n. 鼻根点\n[网络] 从鼻根；鼻跟；纵线以鼻跟,,,,,0,0,0:nasion/1:s,,
nasir,,,n. (Nasir)人名；(塞、巴基、阿拉伯、英)纳西尔,,,,,0,0,s:nasirs,,
nasir-ud-din,,,[网络] 从其舅父纳西鲁丁,,,,,0,0,,,
Nasirabad,,,纳夕拉巴德,,,,,0,0,,,
Nasirabad Division,,,[网络] 纳西拉巴分部,,,,,0,0,,,
Nasiralo,,,[地名] 纳西拉洛 ( 乌干 ),,,,,0,0,,,
nasirdin,,,纳西尔丁,,,,,0,0,,,
nasire,,,[网络] 鼻子,,,,,0,0,,,
Nasirean,,,[网络] 纳西兰,,,,,0,0,,,
nasiriya,,,[网络] 纳西里耶；纳西利亚；希利亚,,,,,0,0,s:nasiriyas,,
nasiriyah,,, 纳西里耶（伊拉克军事重镇）,,,,,0,0,s:nasiriyahs,,
nasiriyahs,,,纳西里耶（伊拉克军事重镇）,,,,,0,0,0:nasiriyah/1:s,,
nasiriyas,,,[网络] 纳西里耶；纳西利亚；希利亚\n(nasiriya 的复数),,,,,0,0,0:nasiriya/1:s,,
nasirs,,,n. (Nasir)人名；(塞、巴基、阿拉伯、英)纳西尔,,,,,0,0,0:nasir/1:s,,
Nasirābād,,,[地名] *纳西拉巴德(迈门辛的旧称) ( 孟 ),,,,,0,0,,,
nasitis,nei'saitis,,鼻炎,,,,,0,0,,,
Nasitrema,,,鼻吸虫属,,,,,0,0,,,
Nasivin,,,羟间唑啉,,,,,0,0,,,
nasjonalgalleriet,,,[网络] 国家美术馆；国家画廊；国立美术馆,,,,,0,0,,,
nask,,,n. 面具,,,,,0,0,,,
Naskapi,,,[网络] 纳斯卡皮；纳斯卡皮语；纳斯卡皮人,,,,,0,0,,,
naskaupi r.,,,纳斯考匹河,,,,,0,0,,,
Naskh,,,[网络] 纳斯赫；纳斯赫体；誊写体,,,,,0,0,,,
naskhi,'næski,,<阿拉伯> n.& adj.阿拉伯文草体(的),,,,,0,0,,,
naskin,,,[网络] 纳斯金,,,,,0,0,,,
nasko,,,n. (Nasko)人名；(塞、尼日利)纳斯科,,,,,0,0,s:naskoes,,
naskoes,,,n. (Nasko)人名；(塞、尼日利)纳斯科\n(nasko 的复数),,,,,0,0,0:nasko/1:s,,
nasky,,,[网络] 甲天下,,,,,0,0,,,
nasl,,, [体]北美足球联盟,,,,,0,0,,,
nasledovite,"nә'sedә,vait",,菱锰铅矾,,,,,0,0,,,
naslund,,,[网络] 鼻涕,,,,,0,0,,,
nasm,,, [医][=Naval Aviation School of Medicine]海军航空医学院,,,,,0,0,s:nasms,,
nasma,,,[网络] 国族主义党,,,,,0,0,s:nasmas,,
nasmas,,,[网络] 国族主义党\n(nasma 的复数),,,,,0,0,0:nasma/1:s,,
NASMHPD,,,[=National Association of State Mental Health Program Directors]全国各州精神卫生规划理事会,,,,,0,0,,,
nasmil,,,色甘酸钠,,,,,0,0,,,
Nasmith comber,,,纳史密斯精梳机,,,,,0,0,,,
Nasmith pile-driver,,,纳史密斯打桩机,,,,,0,0,,,
nasms,,,[网络] 短信转码,,,,,0,0,0:nasm/1:s,,
NASMV,,,[=National Assiociation on Standard Medical Vocabulary]全国标准医学词汇协会,,,,,0,0,,,
Nasmyth,'neizmiθ,,内史密斯(姓氏),,,,,0,0,s:nasmyths,,
Nasmyth focus,,,内氏焦点,,,,,0,0,,,
Nasmyth pile-driver,,,[建] 那斯弥司打桩机,,,,,0,0,,,
Nasmyth spec-trograph,,,内史密斯摄谱仪,,,,,0,0,,,
Nasmyth telescope,,,[网络] 内氏望远镜,,,,,0,0,,,
Nasmyth's mem-brane,,,釉小皮,,,,,0,0,,,
Nasmyth's membrane,,,"[医] 内斯密斯氏膜, 原发性釉护膜",,,,,0,0,,,
Nasmyth's membranes,,,"[医] 内斯密斯氏膜, 原发性釉护膜",,,,,0,0,,,
"Nasmyth, James",'neismiθ,,内史密斯(1808～1890，苏格兰工程师，曾发明汽锤、打桩机及刨床),,,,,0,0,,,
nasmyths,,,内史密斯(姓氏)\n(nasmyth 的复数),,,,,0,0,0:nasmyth/1:s,,
NASN,,,abbr. National Air Surveillance Network 全国大气监视网,,,,,0,0,,,
nasns,,,[网络] 鼻子,,,,,0,0,,,
nasnscope,,,"鼻镜,鼻窥器",,,,,0,0,,,
naso,,,abbr. national astronomy space observatory 国家天文学空间观测台，国家航天天文台,,,,,0,0,,,
naso annulatus,,,"环纹鼻鱼；突角鼻鱼；剥皮仔, 环纹天狗鲷；斑纹鼻鱼",,,,,0,0,,,
naso brachycentron,,,粗棘鼻鱼；剥皮仔,,,,,0,0,,,
naso brevirostris,,,"短吻天狗鲷；短喙鼻鱼, 短吻天狗鲷, 短吻鼻鱼；剥皮仔；打铁婆；独角倒吊",,,,,0,0,,,
naso duct,,,鼻泪管,,,,,0,0,,,
naso fageni,,,马面鼻鱼；剥皮仔；打铁婆,,,,,0,0,,,
naso hexacanthus,,,"六棘鼻鱼；剥皮仔；打铁婆, 六棘天狗鲷；六棘鼻鱼",,,,,0,0,,,
naso lituratus,,,"黑背鼻鱼, 黑背鼻鱼；颊吻鼻鱼；剥皮仔；打铁婆",,,,,0,0,,,
naso lopezi,,,洛氏鼻鱼；剥皮仔；打铁婆,,,,,0,0,,,
naso maculatus,,,班鼻鱼；斑鼻鱼；剥皮仔；打铁婆,,,,,0,0,,,
